dataset,series_id,item_id,origin,cutoff_timestamp,model,repetition,seed,diagnostic_model,forecast_distribution,mae,rmse,smape,mase,wql,wql_loss_sum,wql_abs_target_sum,rain_occurrence_error,positive_mae,actual_zero_fraction,predicted_zero_fraction,metric_notes,duration_seconds,error_type,error
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,chronos_t5_tiny,0,1288419292,False,chronos_samples,0.8217813968658447,0.9785366654396057,0.2059227079153061,4.418180465698242,0.14955012811704532,3.815024087739366,25.51000213623047,,,0.0,0.0,,4.289020165997499,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,seasonal_naive,0,1530226048,False,degenerate,0.9116666913032532,1.0436075925827026,0.2319755107164383,4.901434898376465,0.21442572767436227,5.470000771035754,25.51000213623047,,,0.0,0.0,"{""wql_distribution"": ""Repeated point forecasts form a degenerate distribution; calibration is not measured.""}",0.0005185540030652191,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,ar_2,0,1367314151,False,gaussian,0.5015069842338562,0.5951772928237915,0.11942490935325623,2.696274757385254,0.10120196281363267,2.581662287566486,25.51000213623047,,,0.0,0.0,,0.4561374449986033,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,ma_2,0,1490394959,False,gaussian,1.3910903930664062,1.5368934869766235,0.38285741209983826,7.478982448577881,0.30367431710911835,7.746732478171937,25.51000213623047,,,0.0,0.0,,0.0350179199995182,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,arma_2_2,0,2432763096,False,gaussian,5.619102478027344,7.696859836578369,0.6362557411193848,30.210235595703125,1.3134607334602078,33.506386116424736,25.51000213623047,,,0.0,0.0,,0.06858471099985763,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,arima_2_1_2,0,148919152,False,gaussian,0.40114685893058777,0.4944687783718109,0.09351005405187607,2.1567039489746094,0.06890768306323615,1.7578351421458462,25.51000213623047,,,0.0,0.0,,0.16912571099965135,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,auto_arima,0,2681911482,False,gaussian,5.883089542388916,8.11117172241211,0.6485530734062195,31.629520416259766,1.3717924442820235,34.994428184099235,25.51000213623047,,,0.0,0.0,,0.2982645260017307,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,prophet,0,3358925276,False,samples,0.82355135679245,0.8945798277854919,0.20831900835037231,4.427696228027344,0.18250543569011876,4.655714054328602,25.51000213623047,,,0.0,0.0,,0.49320030599847087,,
chronos_m1_yearly,90:target,90:target::origin=0,0,1988-12-31 00:00:00,deepar,0,1641975837,False,samples,0.9121840596199036,1.0328923463821411,0.23262399435043335,4.904216289520264,0.16815218168594367,4.289562514020237,25.51000213623047,,,0.0,0.0,,1.2724158250020992,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,chronos_t5_tiny,0,862793191,False,chronos_samples,0.07720208168029785,0.09997016936540604,0.003971025347709656,0.5545752048492432,0.0030801051336165233,3.0748689172904355,998.2999877929688,,,0.0,0.0,,1.8194037329994899,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,seasonal_naive,0,2273841927,False,degenerate,0.2520831525325775,0.2704162001609802,0.012500087730586529,1.8108198642730713,0.012120596066096728,12.099990904827868,998.2999877929688,,,0.0,0.0,"{""wql_distribution"": ""Repeated point forecasts form a degenerate distribution; calibration is not measured.""}",0.0005294220027280971,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,ar_2,0,1579105872,False,gaussian,3.3644416332244873,4.319113731384277,0.16571544110774994,24.1682071685791,0.13248737646554795,132.26214630827897,998.2999877929688,,,0.0,0.0,,0.03338180600258056,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,ma_2,0,3391745489,False,gaussian,3.5346262454986572,4.437222957611084,0.17385275661945343,25.390714645385742,0.142372555474713,142.13052039245974,998.2999877929688,,,0.0,0.0,,0.4049618000026385,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,arma_2_2,0,1898578617,False,gaussian,3.3872547149658203,4.3250532150268555,0.1662466675043106,24.332082748413086,0.13151880514524394,131.29522157104287,998.2999877929688,,,0.0,0.0,,0.36376242600090336,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,arima_2_1_2,0,261917535,False,gaussian,2.0104897022247314,2.4018616676330566,0.09585148841142654,14.442197799682617,0.07126173223191926,71.14058641723081,998.2999877929688,,,0.0,0.0,,0.23233115800030646,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,auto_arima,0,2784031153,False,gaussian,3.3965094089508057,4.338596820831299,0.16689151525497437,24.398563385009766,0.1321154354874216,131.89083763435573,998.2999877929688,,,0.0,0.0,,1.7619460839996464,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,prophet,0,2250394630,False,samples,0.2670079171657562,0.3310127258300781,0.013396027497947216,1.9180307388305664,0.010448192830220648,10.430430774867856,998.2999877929688,,,0.0,0.0,,0.19681259199933265,,
chronos_m4_hourly,207:target,207:target::origin=0,0,2010-06-02 12:00:00,deepar,0,4005131104,False,samples,2.710108757019043,3.012624502182007,0.13121797144412994,19.467857360839844,0.09316388208835255,93.00550235154793,998.2999877929688,,,0.0,0.0,,1.4045547630012152,,
chronos_weather,subset=rain|364:target,subset=rain|364:target::origin=0,0,1974-07-27 00:00:00,chronos_t5_tiny,0,146537211,False,chronos_samples,0.12000001221895218,0.4589844048023224,2.0,0.030298281461000443,1.1459735621788314,4.1255047145552375,3.5999999046325684,0.13333333333333333,0.8999999761581421,0.8666666666666667,1.0,"{""smape"": ""Zero-inflated target; interpret with rain occurrence and positive-only error.""}",1.1657124730008945,,
chronos_weather,subset=rain|364:target,subset=rain|364:target::origin=0,0,1974-07-27 00:00:00,seasonal_naive,0,26819991,False,degenerate,0.12000000476837158,0.4226897954940796,0.3452991545200348,0.030298279598355293,1.0000000535338027,3.600000097354253,3.5999999046325684,0.13333333333333333,0.800000011920929,0.8666666666666667,0.8666666666666667,"{""smape"": ""Zero-inflated target; interpret with rain occurrence and positive-only error."", ""wql_distribution"": ""Repeated point forecasts form a degenerate distribution; calibration is not measured.""}",0.0005298399992170744,,
chronos_weather,subset=rain|364:target,subset=rain|364:target::origin=0,0,1974-07-27 00:00:00,weather_zero_baseline,0,3213596506,True,degenerate,0.11999999731779099,0.4589844048023224,0.2666666805744171,0.030298277735710144,1.0000000670552271,3.60000014603138,3.5999999046325684,0.13333333333333333,0.9000000357627869,0.8666666666666667,1.0,"{""smape"": ""Zero-inflated target; interpret with rain occurrence and positive-only error."", ""wql_distribution"": ""Repeated point forecasts form a degenerate distribution; calibration is not measured.""}",0.00018744600311038084,,
chronos_weather,subset=rain|364:target,subset=rain|364:target::origin=0,0,1974-07-27 00:00:00,ar_2,0,1668058044,False,gaussian,2.411543130874634,2.453939437866211,1.8823151588439941,0.6088800430297852,18.449760439762546,66.4191358236389,3.5999999046325684,0.8666666666666667,1.6543810367584229,0.8666666666666667,0.0,"{""smape"": ""Zero-inflated target; interpret with rain occurrence and positive-only error.""}",0.023247824999998556,,
chronos_weather,subset=rain|364:target,subset=rain|364:target::origin=0,0,1974-07-27 00:00:00,ma_2,0,2954833634,False,gaussian,2.410334348678589,2.4526753425598145,1.8823127746582031,0.6085748076438904,18.446236694609976,66.4064503414257,3.5999999046325684,0.8666666666666667,1.654299020767212,0.8666666666666667,0.0,"{""smape"": ""Zero-inflated target; interpret with rain occurrence and positive-only error.""}",0.11150169000029564,,
