dataset,item_id,model,mae,rmse,smape,mase,error
chronos_m4_hourly,9:target,prophet,14.220694541931152,17.51861572265625,0.031227966770529747,1.3509259223937988,
chronos_m4_hourly,9:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,10:target,chronos:amazon/chronos-t5-tiny,2109.051025390625,2493.495849609375,0.0627257451415062,1.2837175130844116,
chronos_m4_hourly,10:target,seasonal_naive,766.625,989.0431518554688,0.022151721641421318,0.46662214398384094,
chronos_m4_hourly,10:target,arma,4752.0126953125,5480.1318359375,0.14855538308620453,2.8924107551574707,
chronos_m4_hourly,10:target,prophet,4707.38134765625,5255.26025390625,0.14546231925487518,2.8652448654174805,
chronos_m4_hourly,10:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,11:target,chronos:amazon/chronos-t5-tiny,237.6103515625,279.22930908203125,0.026786819100379944,0.4548841416835785,
chronos_m4_hourly,11:target,seasonal_naive,326.1666564941406,400.1758117675781,0.03755591809749603,0.6244173645973206,
chronos_m4_hourly,11:target,arma,1086.8751220703125,1327.9542236328125,0.12852905690670013,2.0807268619537354,
chronos_m4_hourly,11:target,prophet,380.4478454589844,442.30908203125,0.04241986200213432,0.7283339500427246,
chronos_m4_hourly,11:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,12:target,chronos:amazon/chronos-t5-tiny,37.377315521240234,50.69917297363281,0.056432317942380905,0.9246529340744019,
chronos_m4_hourly,12:target,seasonal_naive,39.08333206176758,58.86035919189453,0.061176422983407974,0.9668569564819336,
chronos_m4_hourly,12:target,arma,96.45501708984375,113.85942077636719,0.15484966337680817,2.3861374855041504,
chronos_m4_hourly,12:target,prophet,54.71000671386719,69.07613372802734,0.0851517915725708,1.3534350395202637,
chronos_m4_hourly,12:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,13:target,chronos:amazon/chronos-t5-tiny,6.601823329925537,7.8613739013671875,0.03627398610115051,0.7484207153320312,
chronos_m4_hourly,13:target,seasonal_naive,10.020833015441895,11.400840759277344,0.053136736154556274,1.1360193490982056,
chronos_m4_hourly,13:target,arma,28.132139205932617,31.410171508789062,0.15079957246780396,3.189221143722534,
chronos_m4_hourly,13:target,prophet,12.345555305480957,14.805397033691406,0.06356921046972275,1.399563193321228,
chronos_m4_hourly,13:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,14:target,chronos:amazon/chronos-t5-tiny,876.4201049804688,1151.99072265625,0.05743901804089546,0.9890273213386536,
chronos_m4_hourly,14:target,seasonal_naive,831.3541870117188,933.067626953125,0.054940033704042435,0.9381710886955261,
chronos_m4_hourly,14:target,arma,1958.966796875,2346.306640625,0.13556142151355743,2.210665464401245,
chronos_m4_hourly,14:target,prophet,830.9241333007812,1086.255859375,0.054845407605171204,0.9376857280731201,
chronos_m4_hourly,14:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,15:target,chronos:amazon/chronos-t5-tiny,64.39810943603516,90.0382308959961,0.05162334442138672,0.9074126482009888,
chronos_m4_hourly,15:target,seasonal_naive,56.70833206176758,84.40576934814453,0.043087247759103775,0.7990585565567017,
chronos_m4_hourly,15:target,arma,101.96465301513672,122.3887710571289,0.08537027984857559,1.4367505311965942,
chronos_m4_hourly,15:target,prophet,75.16046142578125,92.25151824951172,0.061103951185941696,1.0590614080429077,
chronos_m4_hourly,15:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
chronos_m4_hourly,16:target,chronos:amazon/chronos-t5-tiny,872.1244506835938,1332.630859375,0.016288818791508675,0.7015318274497986,
chronos_m4_hourly,16:target,seasonal_naive,837.5208129882812,1497.75634765625,0.015277932398021221,0.6736968755722046,
chronos_m4_hourly,16:target,arma,5955.24365234375,7433.35693359375,0.1147531047463417,4.790363311767578,
chronos_m4_hourly,16:target,prophet,1302.1641845703125,1505.835693359375,0.02528771199285984,1.0474532842636108,
chronos_m4_hourly,16:target,deepar,,,,,Trainer was configured with `enable_checkpointing=False` but found `ModelCheckpoint` in callbacks list.
