source_run,dataset,model,mae,rmse,smape,mase,rain_occurrence_error,positive_mae,wql,wql_macro,wql_median,successful_runs,failed_runs,diagnostic_model,evaluated_tasks,successful_tasks,failed_tasks,total_duration_seconds
external_keyless,external_traffic,moirai_2_0_small,0.0054722134644786,0.0067328286745275,0.222550380975008,0.4760008806385096,,,0.1435671852910641,0.1705650482426782,0.0751252289997129,15,0,False,15,15,0,0.2529911420024291
external_keyless,external_traffic,chronos_t5_tiny,0.0056835932864083,0.0072706940454534,0.1750990374220742,0.4945409787820721,,,0.1501442022526198,0.1815245898235994,0.1046678808625719,45,0,False,15,15,0,49.37377345100504
external_keyless,external_traffic,seasonal_naive,0.0061858334656183,0.0079965489450842,0.1913954938451449,0.5317527419949131,,,0.1896702970208418,0.2196860087512351,0.1357142780196318,15,0,False,15,15,0,0.0092200010094529
external_keyless,external_traffic,timesfm_2_5_200m,0.0063913294579833,0.0082487384633471,0.222476855913798,0.529272999155613,,,0.1632813446151362,0.1946416523246387,0.1149607416333525,15,0,False,15,15,0,6.87424698999348
external_keyless,external_traffic,deepar,0.0085331112042897,0.0109167429411576,0.2616247879134284,0.7328979839815615,,,0.2367881571179026,0.2478436115462248,0.1834310121126921,45,0,False,15,15,0,518.6162265480107
external_keyless,external_traffic,auto_arima,0.0156756157055497,0.0184989619379242,0.5336576094230016,1.162584001372431,,,0.4529261078334011,0.531053253521719,0.2859374287904134,15,0,False,15,15,0,15.63274497600105
external_keyless,external_traffic,prophet,0.0199815430316246,0.0244681217190292,0.7583238714271121,1.3385087009578422,,,0.4819814514747396,0.5903948980215605,0.2639977810644844,45,0,False,15,15,0,3.5843497850200947
external_keyless,external_traffic,arima_2_1_2,0.0240624627098441,0.0282048781712849,1.050920025507609,2.721257741830162,,,0.6392178406646243,0.7384405644617467,0.7301727531067075,15,0,False,15,15,0,2.3133194180063583
external_keyless,official_bls_macro,timesfm_2_5_200m,66.45523363777569,77.53160007085118,0.0170087467662857,0.1741855806949248,,,0.0010807177928089,0.0123621296540774,0.0027121886939632,7,0,False,7,7,0,3.229524250004033
external_keyless,official_bls_macro,auto_arima,75.96405863016844,80.88381704688072,0.01458260727564,0.1607218859259336,,,0.0042784597172171,0.0259216414619779,0.0043830838077752,7,0,False,7,7,0,3.0989706949985703
external_keyless,official_bls_macro,arima_2_1_2,79.66158849533115,84.55048323529107,0.0125049276518568,0.1579661165910083,,,0.0042446548391553,0.0260559142894669,0.004357538399309,7,0,False,7,7,0,0.3756076389981899
external_keyless,official_bls_macro,chronos_t5_tiny,151.32896811124823,164.4516883045435,0.0182758918298142,0.2671304229215536,,,0.0025216392819664,0.0131317790188856,0.004079903093326,21,0,False,7,7,0,6.429055734999565
external_keyless,official_bls_macro,moirai_2_0_small,193.0637744899307,198.79517241248064,0.0162675905906196,0.222089212789573,,,0.0023406261061631,0.0124387718573136,0.0033432403747023,7,0,False,7,7,0,0.084714802000235
external_keyless,official_bls_macro,seasonal_naive,236.6457365251013,245.4033781034606,0.0219998038540195,0.5025946893228144,,,0.0034775935113874,0.0215775164219821,0.0247878762270298,7,0,False,7,7,0,0.0068381350065465
external_keyless,official_bls_macro,deepar,460.7336640485696,465.232955823342,0.0326837756271873,0.3349468799747636,,,0.0048504668824648,0.0263581990621502,0.0057909754027237,21,0,False,7,7,0,154.64196525799343
external_keyless,official_bls_macro,prophet,910.5819068033072,941.5176009237766,0.0250381151480334,0.4554156992746653,,,0.0097522806087639,0.0318250206676807,0.0117948933468042,21,0,False,7,7,0,1.9090192549956555
external_keyless,official_elexon_demand,timesfm_2_5_200m,25479.119791666668,30922.500651041668,0.047860628614823,0.5859049328147553,,,0.036875787712293,0.0368420828850989,0.0351729286898774,3,0,False,3,3,0,1.5090245030005462
external_keyless,official_elexon_demand,moirai_2_0_small,26346.018229166668,32446.69466145833,0.0492903230090936,0.605124139602866,,,0.0381160086520106,0.0380727058032816,0.0369548755386529,3,0,False,3,3,0,0.0541122600006929
